전송사업자코드,전송사업자명,좌석수,공연코드,공연회차,공연일시,예매/취소구분,예매/취소매수,예매/취소금액,장당금액,공연시작일자,공연종료일자,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,원작자명,극작가명,수상실적,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,좌석등급,단독판매여부,판매좌석수
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,5000,5000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,7000,7000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,7000,7000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,7000,7000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,7000,7000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,5000,5000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,5000,5000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,5000,5000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,5000,5000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,10000,10000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,7000,7000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,8000,8000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,9000,9000,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,2,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
SE000201,인터파크,248,PF394982,1,2021-04-23 19:30,1,1,0,0,2021-04-23,2021-04-23,1시간 30분,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",,,,만 7세 이상,N,N,N,N,전석(10000),Y,117석
