Unnamed: 0,전송사업자코드,공연코드,공연회차,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,단독판매여부,공연시작년도,공연시작월,공연시작일,공연시작요일,공연시작시분,공연기간,공휴일여부,좌석등급개수,평균티켓가격,좌석점유율,코로나표준점수,검색량,출연횟수
99,,PF396567,1,90,서양음악(클래식),기악,,,,,N,N,N,N,N,2021,5,11,Tuesday,1080,1,0,1,0.0,0.9658119658119658,2,0,1
100,,PF396567,1,90,서양음악(클래식),기악,,,,,N,N,N,N,N,2021,5,12,Wednesday,1080,1,0,1,0.0,0.9658119658119658,2,0,1
101,,PF396567,1,90,서양음악(클래식),기악,,,,,N,N,N,N,N,2021,5,14,Friday,1080,1,0,1,0.0,0.9658119658119658,2,0,1
102,,PF396612,1,90,서양음악(클래식),성악,"안혜찬, 변지영, 임형탁, 임경섭, 이은희, 박춘식, 정호원 등",,"대구시립합창단(주관), 대구시립예술단(주최)",만 7세 이상,N,N,N,N,N,2021,5,21,Friday,1170,1,0,2,13000.0,0.5,2,0,4
103,,PF397237,1,90,서양음악(클래식),기악,"박치상, 이은숙",,"AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,Y,2021,5,23,Sunday,1170,1,0,1,20000.0,1.0,2,0,29
104,,PF395033,1,90,서양음악(클래식),기악,최지환 등,"이수은, 이정연","대구콘서트하우스(주관), 대구콘서트하우스(주최), 한국문화예술회관연합회(KoCACA)(주관), 문화체육관광부(주최)",만 7세 이상,N,N,N,N,Y,2021,5,26,Wednesday,1170,1,0,1,5000.0,0.905982905982906,2,0,2
105,,PF397200,1,90,서양음악(클래식),성악,"김민진, 은빛나",,,48개월 이상,N,N,N,N,N,2021,5,28,Friday,1170,1,0,1,0.0,0.9658119658119658,2,0,7
106,,PF397236,1,70,서양음악(클래식),성악,"김만수, 김진민, 김은혜",,"창조문화포럼(주최), 창조문화포럼(주관)",만 7세 이상,N,N,N,N,Y,2021,5,29,Saturday,1020,1,0,1,20000.0,0.9658119658119658,2,0,5
107,,PF396706,1,90,서양음악(클래식),기악,"정은신, 김혜심, 김혜헌",정은신,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,6,2,Wednesday,1170,1,0,1,10000.0,0.9401709401709402,2,0,2
108,,PF397656,1,70,서양음악(클래식),기악,최주현,,창조문화포럼(주최),만 7세 이상,N,N,N,N,Y,2021,6,3,Thursday,1170,1,0,1,20000.0,0.9658119658119658,2,0,1
109,,PF397328,1,90,서양음악(클래식),기악,,,"인어스 브라스 앙상블(주최), GGT 동성기획(주관)",만 7세 이상,N,N,N,N,N,2021,6,5,Saturday,1080,1,0,1,20000.0,0.8849557522123894,0,0,1
110,,PF396825,1,90,서양음악(클래식),기악,"성상현, 한진석, 노창균, 김아진, 정다현, 김정환",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,6,15,Tuesday,1170,1,0,1,10000.0,0.8974358974358975,0,110,2
111,,PF396827,1,90,서양음악(클래식),기악,"임미래, 전예림, 류예진, 김찬진, 조애지, 주민경, 신윤영 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,6,16,Wednesday,1170,1,0,1,10000.0,0.9145299145299144,0,0,1
112,,PF396828,1,90,서양음악(클래식),기악,"윤유정, 정은지",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,6,17,Thursday,1170,1,0,1,10000.0,0.905982905982906,0,0,5
113,,PF396826,1,90,서양음악(클래식),기악,"김태연, 장태화, 정지교, 최훈락, 서아름, 권주희",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,6,18,Friday,1170,1,0,1,10000.0,0.6752136752136753,0,0,9
114,,PF397874,1,90,서양음악(클래식),기악,"하지현, 김민지, 장기영, 안경민, 정세롬, 우정훈, 소은경 등",,리에 목관 5중주(주최),만 7세 이상,N,N,N,N,Y,2021,6,24,Thursday,1170,1,0,1,10000.0,0.5982905982905983,2,0,4
115,,PF398616,1,90,서양음악(클래식),성악,,,대구콘서트하우스(주최),만 7세 이상,N,N,N,N,N,2021,6,26,Saturday,1170,1,0,1,0.0,0.9658119658119658,2,0,1
116,,PF396615,1,120,서양음악(클래식),기악,토니 윤,,World Culture Networks (WCN)(주최),만 7세 이상,N,N,N,N,N,2021,6,27,Sunday,1020,1,0,2,30000.0,0.4513274336283185,2,0,3
117,,PF398407,1,90,서양음악(클래식),기악,김유진,,,만 7세 이상,N,N,N,N,Y,2021,7,3,Saturday,1020,1,0,1,10000.0,0.9658119658119658,1,0,3
118,,PF398006,1,60,서양음악(클래식),성악,양요한,,,만 7세 이상,N,N,N,N,N,2021,7,8,Thursday,1170,1,0,1,0.0,0.9658119658119658,1,0,1
119,,PF398524,1,90,서양음악(클래식),기악,"서지원, 안중연, 김민욱, 유영호, 홍성찬, 김형주, 오정민 등",,"어니스트 필하모닉 오케스트라(주최), AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,Y,2021,7,9,Friday,1170,1,0,3,20000.0,0.3162393162393162,1,0,6
120,,PF399279,1,90,서양음악(클래식),성악,,,"한국명곡진흥협회(주최), 한국명곡진흥협회(주관)",,N,N,N,N,N,2021,7,15,Thursday,1170,1,0,1,0.0,0.9743589743589745,1,0,1
121,,PF398958,1,240,서양음악(클래식),기악,,,"대구콘서트하우스(주최), 월드오케스트라시리즈 조직위원회(주관)",만 7세 이상,Y,N,N,N,N,2021,7,19,Monday,560,1,0,1,30000.0,0.9666666666666668,1,0,1
122,,PF398958,1,240,서양음악(클래식),기악,,,"대구콘서트하우스(주최), 월드오케스트라시리즈 조직위원회(주관)",만 7세 이상,Y,N,N,N,N,2021,7,20,Tuesday,560,1,0,1,30000.0,0.9333333333333332,1,0,1
123,,PF398958,1,240,서양음악(클래식),기악,,,"대구콘서트하우스(주최), 월드오케스트라시리즈 조직위원회(주관)",만 7세 이상,Y,N,N,N,N,2021,7,21,Wednesday,560,1,0,1,30000.0,0.9166666666666666,1,0,1
124,,PF398062,1,70,서양음악(클래식),성악,"이보나, 이미영, 구민영, 김조아, 강동은, 임이랑, 홍제만 등","조승룡, 김찬영, 김보미","보엠아트(주최), 보엠아트(주관)",만 6세 이상,N,N,N,N,N,2021,7,24,Saturday,930,1,0,1,20000.0,0.9658119658119658,1,0,11
125,,PF398657,1,90,서양음악(클래식),기악,"박종훈, 치하루 아이자와",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,Y,N,N,Y,2021,7,25,Sunday,1020,1,0,1,30000.0,0.6324786324786325,1,7830,160
126,,PF398655,1,90,서양음악(클래식),성악,"김동녘, 배진형, 구본광, 김혜령, 배규희, 정혜진, 도민영 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,Y,N,N,Y,2021,7,27,Tuesday,1170,1,0,1,20000.0,0.9658119658119658,3,0,9
127,,PF398648,1,90,서양음악(클래식),기악,"송정민, 박소연, 최재호, 송성훈, 정나영, 권성준, 은빛나",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,N,2021,7,28,Wednesday,1170,1,0,1,5000.0,0.9658119658119658,3,0,7
128,,PF399027,1,90,서양음악(클래식),기악,,,칼로스 플루트 앙상블(주최),만 7세 이상,N,N,N,N,Y,2021,7,31,Saturday,1020,1,0,1,10000.0,0.1965811965811965,3,0,1
129,,PF399832,1,90,서양음악(클래식),성악,,,"대구시립예술단(주최), 대구시립합창단(주관)",만 7세 이상,N,N,N,N,Y,2021,8,13,Friday,1170,1,0,2,13000.0,0.6363636363636364,3,0,1
130,,PF390472,1,80,서양음악(클래식),기악,"오혜림, 이나영, 최현정, 황요한, 박지현, 박현정, 장하은 등",,"솔리스츠K(주최), 위즈뮤직컴퍼니(주관)",만 7세 이상,N,N,N,N,Y,2021,8,15,Sunday,1140,1,1,1,10000.0,0.9658119658119658,3,310,8
131,,PF399182,1,90,서양음악(클래식),기악,"홍기쁨, 백나현, 김은지, 최민정, 배원",,,만 7세 이상,N,N,N,N,N,2021,8,17,Tuesday,1170,1,0,1,10000.0,0.8888888888888888,3,0,4
132,,PF399001,1,90,서양음악(클래식),기악,"김보경, 박진아",,"AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,N,2021,8,18,Wednesday,1170,1,0,1,10000.0,0.9401709401709402,3,0,5
133,,PF390208,1,90,서양음악(클래식),기악,"윤유정, 김은지, 황요한",김동명,,,N,N,N,N,N,2021,8,20,Friday,1170,1,0,1,0.0,0.9658119658119658,3,0,6
134,,PF399088,1,80,서양음악(클래식),기악,"윤지민, 배진형, 김보라, 이명현, 구본광",,"프란츠 스튜디오(주최), 프란츠 스튜디오(기획사), 프란츠스튜디오(Franz Studio)(주최), 프란츠스튜디오(Franz Studio)(기획사)",만 5세 이상,N,N,N,N,Y,2021,8,22,Sunday,1020,1,0,1,10000.0,0.9658119658119658,3,0,3
135,,PF390539,1,60,서양음악(클래식),기악,,,"대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은 음악인들의 모임(주관)",만 7세 이상,N,Y,N,N,N,2021,8,25,Wednesday,960,1,0,1,20000.0,0.7692307692307693,3,0,1
136,,PF390531,1,60,서양음악(클래식),기악,"강나래, 박성근, 지유경",,"대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은 음악인들의 모임(주관)",만 7세 이상,N,Y,N,N,N,2021,8,25,Wednesday,1170,1,0,1,20000.0,0.6495726495726496,3,40,4
137,,PF390547,1,60,서양음악(클래식),기악,,,"대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은 음악인들의 모임(주관)",만 7세 이상,N,Y,N,N,N,2021,8,26,Thursday,1170,1,0,1,20000.0,0.6239316239316239,3,0,1
138,,PF390631,1,60,서양음악(클래식),기악,"이정연, 신성아, 전지은, 박준선",,"대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은 음악인들의 모임(주관)",만 7세 이상,N,Y,N,N,N,2021,8,27,Friday,1020,1,0,1,20000.0,0.6752136752136753,3,0,3
139,,PF390250,1,90,서양음악(클래식),성악,"조승룡, 이호근, 송지은, 김찬영, 홍제만, 김자경, 김락호 등",박나영 등,"다원예술위원회(주관), 다원예술위원회(주최)",만 7세 이상,N,N,N,N,N,2021,8,29,Sunday,930,1,0,1,10000.0,0.9658119658119658,3,0,22
140,,PF390829,1,70,서양음악(클래식),기악,"이희수, 우정훈, 윤주리, 정성욱, 최지민, 김태영, 김동명",박동찬,"대구광역시(주최), 대구광역시(주관), (재)대구문화재단(주최), (재)대구문화재단(주관)",만 7세 이상,N,N,N,N,Y,2021,8,31,Tuesday,1170,1,0,1,10000.0,0.9658119658119658,3,0,2
141,,PF391334,1,90,서양음악(클래식),기악,"오영지, 윤진태, 이언, 정지교, 김혜령, 백원주, 변규리 등",장은호,,,N,N,N,N,N,2021,9,3,Friday,1170,1,0,1,0.0,0.9658119658119658,3,0,3
142,,PF391296,1,90,서양음악(클래식),기악,"김헌일, 조영진, 김민희, 황효정, 박선경, 김민수, 최윤경 등",김헌일,"대구음악협회(주최), 대구음악협회(주관)",만 7세 이상,N,Y,N,N,Y,2021,9,7,Tuesday,1170,1,0,1,10000.0,0.8205128205128205,3,0,7
143,,PF391206,1,90,한국음악(국악),기악,"김영산, 이재준, 장주영, 정선겸, 김민건, 김연귀, 김제윤 등",,"대구음악협회(주최), 대구음악협회(주관)",만 7세 이상,N,Y,N,N,Y,2021,9,8,Wednesday,1170,1,0,1,10000.0,0.3504273504273504,3,0,3
144,,PF390462,1,90,서양음악(클래식),성악,"권은실, 양원윤, 김보혜, 박효신, 박정주, 오영은, 이수현 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,9,10,Friday,1170,1,0,1,10000.0,0.717948717948718,3,0,20
145,,PF391503,1,90,서양음악(클래식),성악,,,"재한일본여성합창단 이코이(주최), 재한일본여성합창단 이코이(주관)",48개월 이상,N,N,N,N,N,2021,9,11,Saturday,1020,1,0,1,0.0,0.9658119658119658,3,0,1
146,,PF391271,1,90,서양음악(클래식),기악,"심후섭, 김영란, 변영찬, 이상미, 강교은, 심효빈, 이희수 등","박현숙, 강한뫼, 오용철 등","대구음악협회(주최), 대구음악협회(주관)",만 7세 이상,N,Y,N,N,Y,2021,9,14,Tuesday,1170,1,0,1,10000.0,0.7777777777777778,3,0,2
147,,PF390444,1,90,서양음악(클래식),기악,"정의진, 윤하, 김주미, 김예송, 조현지, 유로이스, 정수연 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,9,15,Wednesday,1170,1,0,1,10000.0,0.7948717948717948,3,0,1
148,,PF390442,1,90,서양음악(클래식),기악,"김하영, 배원은, 김종현",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,9,16,Thursday,1170,1,0,1,10000.0,0.9658119658119658,3,0,11
149,,PF390443,1,90,서양음악(클래식),기악,"박성진, 최수혁, 이정민, 김성원, 이희수, 양의진, 강경신 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,9,17,Friday,1170,1,0,1,10000.0,0.9401709401709402,3,0,2
150,,PF391859,1,70,한국음악(국악),기악,"이영섭, 문경아, 윤서경, 이재하, 김승태",,"영남대학교(주최), Full Moon Company(보름달컴퍼니)(주관)",만 7세 이상,N,N,N,N,N,2021,9,26,Sunday,960,1,0,1,20000.0,0.336283185840708,3,0,5
151,,PF391378,1,90,서양음악(클래식),기악,"김희수, 김동규, 정현빈, 곽준호, 이석중, 우정훈",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,9,29,Wednesday,1170,1,0,1,5000.0,0.9401709401709402,3,0,2
152,,PF302303,1,90,서양음악(클래식),기악,"정지원, 노정이, 조상필, 조성현, 박동혁, 서호성, 전보라 등",,대구트롬본앙상블(주최),만 7세 이상,N,N,N,N,Y,2021,10,2,Saturday,1020,1,0,1,10000.0,0.3162393162393162,3,0,1
153,,PF391791,1,90,서양음악(클래식),오페라,"이영주, 박미영, 송혜진, 어은정, 이윤지, 신민정, 김두원 등",,"대구교육대학교(주최), 대구교육대학교(기획사)",만 11세 이상,N,N,N,N,N,2021,10,3,Sunday,1020,1,1,1,0.0,0.9658119658119658,3,0,20
154,,PF391333,1,90,서양음악(클래식),기악,권주희,,이음기획(주최),만 7세 이상,N,N,N,N,N,2021,10,6,Wednesday,1170,1,0,1,20000.0,0.2123893805309734,3,0,5
155,,PF302355,1,70,서양음악(클래식),기악,"남자은, 백나현, 배규희",,(주)엔에이치엔티켓링크(주최),만 7세 이상,N,N,N,N,N,2021,10,7,Thursday,1170,1,0,1,10000.0,0.9401709401709402,3,0,5
156,,PF390169,1,90,서양음악(클래식),기악,"최지은, 추교준, 이언",,"AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,N,2021,10,9,Saturday,1020,1,1,1,20000.0,0.9658119658119658,3,0,9
157,,PF391114,1,90,서양음악(클래식),기악,"하지현, 인소연, 김수지",,"AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,Y,2021,10,10,Sunday,1020,1,0,1,20000.0,0.9230769230769232,3,0,10
158,,PF302035,1,90,서양음악(클래식),성악,"구수민, 김상은, 이보영, 김조아, 이은경, 이지혜, 장민수 등",,"독일가곡회(주최), 독일가곡회(주관)",만 7세 이상,N,N,N,N,N,2021,10,12,Tuesday,1170,1,0,1,0.0,0.9658119658119658,3,0,13
159,,PF303359,1,90,서양음악(클래식),기악,"장혁준, 최영식, 이윤하, 황효정, 최훈락",,,만 7세 이상,N,N,N,N,N,2021,10,16,Saturday,1020,1,0,1,0.0,0.9658119658119658,3,0,9
160,,PF302002,1,90,서양음악(클래식),성악,"고선미, 김은희, 위수인, 이창훈",,"대구교육대학교(주관), 대구교육대학교(주최)",만 7세 이상,N,N,N,N,N,2021,10,20,Wednesday,1140,1,0,1,0.0,0.9658119658119658,3,0,36
161,,PF303603,1,70,서양음악(클래식),기악,,,"대구광역시(주관), (재)대구문화재단(주관), 대구광역시(주최), (재)대구문화재단(주최)",만 7세 이상,N,N,N,N,Y,2021,10,23,Saturday,1020,1,0,1,10000.0,0.9658119658119658,3,0,1
162,,PF303666,1,90,서양음악(클래식),기악,,,,만 7세 이상,N,N,N,N,N,2021,10,24,Sunday,960,1,0,1,0.0,0.9658119658119658,3,0,1
163,,PF302890,1,80,서양음악(클래식),기악,"장혁준, 최훈락",,"CM코리아(주관), CM심포니오케스트라(주최)",만 7세 이상,N,N,N,N,N,2021,10,26,Tuesday,1170,1,0,1,10000.0,0.9658119658119658,3,0,9
164,,PF302850,1,90,서양음악(클래식),기악,"김효준, 강동은, 경희설, 김민지, 박신해, 박초희, 손영훈",서은정,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2021,10,27,Wednesday,1170,1,0,1,5000.0,0.9401709401709402,3,0,2
165,,PF391059,1,75,서양음악(클래식),기악,조아란,,"C.A.R(주최), C.A.R(주관)",만 7세 이상,N,N,N,N,N,2021,10,30,Saturday,1020,1,0,1,20000.0,1.623931623931624,3,0,4
166,,PF304267,1,90,서양음악(클래식),기악,"박소현, 송희송, 이동열, 이일세, 오국환, 박민혜, 우창훈 등","송희승, 박종엽","솔리스트첼로앙상블 경상(주최), YJ기획(주관)",,N,N,N,N,N,2021,10,31,Sunday,1020,1,0,1,10000.0,0.9658119658119658,3,0,18
167,,PF304494,1,90,서양음악(클래식),기악,"하태길, 김종현",박성미,,만 7세 이상,N,N,N,N,N,2021,11,2,Tuesday,1170,1,0,1,10000.0,0.9658119658119658,1,0,11
168,,PF302054,1,90,한국음악(국악),기악,"최병길, 정정미, 장보황, 신지현, 현수진, 김재웅, 조성훌",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,N,2021,11,4,Thursday,1170,1,0,1,10000.0,0.9401709401709402,1,0,1
169,,PF302977,1,90,한국음악(국악),기악,"이승희, 김보혜, 김지은, 방지원, 박창원, 오영지",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,N,2021,11,5,Friday,1170,1,0,1,10000.0,0.7863247863247863,1,0,8
170,,PF304089,1,90,서양음악(클래식),기악,"주은아, 김진민, 류지원, 정혜경, 손수연, 박현정, 김정윤 등",,"에이엠예술기획(AM엔터테인먼트)(주최), 에이엠예술기획(AM엔터테인먼트)(주관)",,N,N,N,N,N,2021,11,10,Wednesday,1170,1,0,1,0.0,0.6410256410256411,1,0,4
171,,PF303343,1,90,서양음악(클래식),기악,"신혜수, 허강민, 백경민, 우도욱, 모덕문, 송상호, 권현영 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,11,17,Wednesday,1170,1,0,1,10000.0,0.8461538461538461,1,0,1
172,,PF303344,1,90,서양음악(클래식),기악,"김주리, 황은진, 양수진",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,11,18,Thursday,1170,1,0,1,10000.0,0.9230769230769232,1,0,2
173,,PF303342,1,90,서양음악(클래식),기악,"윤성준, 정새롬, 황요한, 박주영, 하은홍, 김종현",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,11,19,Friday,1170,1,0,1,10000.0,0.6581196581196581,1,0,11
174,,PF304317,1,90,서양음악(클래식),성악,"백나현, 정혜진, 안수영, 오국환, 우현수, 김동준, 남자은 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2021,11,24,Wednesday,1170,1,0,1,5000.0,0.9401709401709402,1,0,6
175,,PF305701,1,90,서양음악(클래식),기악,"윤성준, 이승호 등",,"소리모아플루트앙상블(주최), 소리모아플루트앙상블(주관)",,N,N,N,N,N,2021,11,28,Sunday,1080,1,0,1,0.0,0.9658119658119658,1,0,14
176,,PF305491,1,90,서양음악(클래식),기악,"장일범, 김선양, 김병현, 김혜령, 김민경",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,12,1,Wednesday,1170,1,0,1,10000.0,0.9401709401709402,1,0,68
177,,PF305792,1,70,서양음악(클래식),기악,"김희수, 김동규, 곽준호, 정현빈, 이석중, 우정훈",,"브라더스 (BRAtheSS)(주최), 브라더스 (BRAtheSS)(주관)",만 7세 이상,N,N,N,N,N,2021,12,8,Wednesday,1170,1,0,1,10000.0,0.9658119658119658,1,0,2
178,,PF305703,1,60,서양음악(클래식),기악,"윤민경, 오혜령, 조민형, 손미주",,"모음 앙상블(주최), 모음 앙상블(주관)",36개월 이상,N,N,N,N,Y,2021,12,11,Saturday,960,1,0,1,20000.0,0.0,1,0,2
179,,PF306878,1,70,서양음악(클래식),기악,최혜리,,,만 8세 이상,N,N,N,N,N,2021,12,15,Wednesday,1170,1,0,1,10000.0,0.9658119658119658,1,0,1
180,,PF306858,1,90,서양음악(클래식),기악,"이지훈, 신재민, 박미경, 우현수, 박미선, 배원, 경희설 등",,노부스 앙상블(주최),만 7세 이상,N,N,N,N,Y,2021,12,18,Saturday,1020,1,0,1,30000.0,0.8717948717948718,1,0,30
181,,PF306945,1,90,서양음악(클래식),기악,"조현, 홍나영, 이동열",,에이엠예술기획(AM엔터테인먼트)(주관),만 7세 이상,N,N,N,N,Y,2021,12,19,Sunday,1020,1,0,1,10000.0,0.5299145299145299,1,0,3
182,,PF306835,1,70,서양음악(클래식),기악,"남자은, 구본광, 정혜진, 김혜령, 이송지, 이언",,,만 6세 이상,N,N,N,N,Y,2021,12,22,Wednesday,1170,1,0,1,10000.0,0.9401709401709402,1,0,11
183,,PF306426,1,90,서양음악(클래식),성악,"조영주, 류지원, 김은환",,,만 7세 이상,N,N,N,N,N,2021,12,23,Thursday,1170,1,0,1,20000.0,0.9658119658119658,1,0,10
184,,PF306068,1,70,서양음악(클래식),기악,"이강원, 박진아",,프란츠스튜디오(Franz Studio)(주관),만 7세 이상,N,N,N,N,N,2021,12,25,Saturday,1020,1,1,1,20000.0,0.9658119658119658,1,0,4
185,,PF307420,1,90,서양음악(클래식),기악,"김효준, 김동명, 송정민, 경희설, 이언, 송성훈",,에이엠예술기획(AM엔터테인먼트)(주관),만 7세 이상,N,N,N,N,N,2021,12,26,Sunday,1170,1,0,1,0.0,0.9658119658119658,1,0,2
186,SE000102,PF307781,1,60,한국음악(국악),성악,"신예진, 강미경, 김승태, 변상엽, 권도윤, 임정욱",,"(주)버드 Bud.Ltd(주최), (주)버드 Bud.Ltd(주관)",만 8세 이상,N,N,N,N,N,2022,1,8,Saturday,900,1,0,1,0.0,0.9658119658119658,1,0,1
187,SE000102,PF307583,1,90,서양음악(클래식),성악,"이영주, 한성원",,대구교육대학교(주최),만 8세 이상,N,N,N,N,N,2022,1,9,Sunday,1020,1,0,1,20000.0,0.9658119658119658,1,0,21
188,SE000303,PF307308,1,110,서양음악(클래식),기악,정연호,,프란츠스튜디오(Franz Studio)(주관),,N,N,N,N,N,2022,1,14,Friday,1170,1,0,1,10000.0,0.9658119658119658,1,0,1
189,SE000102,PF307824,1,90,서양음악(클래식),기악,"권소민, 신혜수, 권오준, 백승진, 박주연",,"모멘토앙상블(주관), 모멘토앙상블(주최)",만 7세 이상,N,N,N,N,N,2022,1,15,Saturday,1020,1,0,1,0.0,0.9658119658119658,1,0,1
190,SE000102,PF308256,1,90,서양음악(클래식),기악,"조민지, 최혜리",,"에이엠예술기획(AM엔터테인먼트)(주최), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,N,2022,1,22,Saturday,1050,1,0,1,0.0,0.9658119658119658,1,0,3
191,SE000303,PF307107,1,50,서양음악(클래식),기악,"이동신, 정미화, 김병현, 김선양, 정미현",,,만 7세 이상,N,N,N,N,N,2022,2,8,Tuesday,1170,1,0,1,10000.0,0.9401709401709402,1,0,33
192,SE000102,PF308790,1,50,대중음악,기타,,,,만 7세 이상,N,N,N,N,N,2022,2,9,Wednesday,1170,1,0,1,5000.0,0.9658119658119658,1,0,1
193,SE000102,PF308788,1,90,서양음악(클래식),기악,"임한나, 허은정, 김예은, 이병룡, 정제학",,,만 4세 이상,N,N,N,N,N,2022,2,18,Friday,1170,1,0,1,10000.0,0.9658119658119658,1,0,3
194,SE000102,PF308109,1,90,서양음악(클래식),기악,"최영식, 손정아, 한은영",,"킴스클래식예술기획(주최), 킴스클래식예술기획(주관)",만 7세 이상,N,N,N,N,N,2022,2,19,Saturday,1020,1,0,1,10000.0,0.9658119658119658,1,0,4
195,SE000102,PF308016,1,110,서양음악(클래식),기악,"박나연, 김상은, 김효진, 류정희, 이승호, 홍나영, 이수정 등",,"EIM 음악의 모든것(주관), 대구솔리스트플루트앙상블(주최)",만 7세 이상,N,N,N,N,N,2022,2,20,Sunday,1020,1,0,1,10000.0,0.9658119658119658,1,0,10
196,SE000102,PF308749,1,90,서양음악(클래식),기악,"김종현, 김하영, 배원 등",,아티스트트리오(주최),만 7세 이상,N,N,N,N,Y,2022,2,25,Friday,1170,1,0,1,20000.0,0.9487179487179488,1,0,11
197,SE000102,PF309443,1,60,한국음악(국악),기악,"이서영, 김용하, 박종현, 최광일",,,만 7세 이상,N,N,N,N,N,2022,2,26,Saturday,1020,1,0,1,0.0,0.9658119658119658,1,0,2
198,SE000303,PF308033,1,80,서양음악(클래식),기악,"전정희, 임승범, 김은실, 문혜란, 전은구, 전상희, 정정현 등",,"대구혼앙상블(주최), 대구혼앙상블(주관)",만 7세 이상,N,N,N,N,N,2022,2,27,Sunday,1020,1,0,1,10000.0,0.9572649572649572,1,0,1
199,SE000201,PF308372,1,75,서양음악(클래식),기악,"류상열, 이수정",,,만 7세 이상,N,N,N,N,N,2022,3,3,Thursday,1170,1,0,1,20000.0,0.0530973451327433,1,0,7
200,SE000201,PF308141,1,90,서양음악(클래식),기악,이주은,,(주)비오비기획(주관),만 7세 이상,N,N,N,N,N,2022,3,4,Friday,1170,1,0,1,20000.0,0.079646017699115,1,0,6
201,SE000102,PF309804,1,90,서양음악(클래식),기악,"박미선, 김종현",,에이엠예술기획(AM엔터테인먼트)(주최),만 7세 이상,N,N,N,N,N,2022,3,5,Saturday,1170,1,0,1,20000.0,0.9658119658119658,1,0,11
202,SE000102,PF309213,1,100,서양음악(클래식),기악,"김영주, 홍나영",,뉴아트예술기획(주최),만 7세 이상,N,N,N,N,Y,2022,3,8,Tuesday,1170,1,0,1,10000.0,0.9658119658119658,1,0,4
203,SE000102,PF309842,1,80,서양음악(클래식),기악,"김영미, 김민희, 홍나영",,"엠케이예술(MK ARTS)(주최), 우드드로잉(주관)",만 8세 이상,N,N,N,N,Y,2022,3,9,Wednesday,1170,1,1,1,10000.0,0.9658119658119658,1,0,5
204,SE000102,PF309086,1,90,서양음악(클래식),기악,,,"부디 앙상블(주최), 부디 앙상블(주관)",만 7세 이상,N,N,N,N,N,2022,3,11,Friday,1170,1,0,1,0.0,0.9658119658119658,1,0,1
